name,cname,symbol
Allegro Merger Corp.,Allegro Merger Corp.,ALGR
Virginia National Bankshares Corp.,Virginia National Bankshares Corp.,VABK
"Credit Suisse Asset Management Income Fund, Inc.","Credit Suisse Asset Management Income Fund, Inc.",CIK
Alchemy Investments Acquisition Corp. 1,Alchemy Investments Acquisition Corp. 1,ALCY
"GoldMining, Inc.","GoldMining, Inc.",GLDG
First Trust Emerging Markets Small Cap Alphadex Fund,First Trust Emerging Markets Small Cap Alphadex Fund,FEMS
HIGHCAPE CAP ACQUISITION CORP,HIGHCAPE CAP ACQUISITION CORP,CAPA
Voya Global Advantage & Premium Opportunity Fund,IGA基金,IGA
"Mountain Province Diamonds, Inc.","Mountain Province Diamonds, Inc.",MPVD
"Lifeway Foods, Inc.",来福威食品,LWAY
Aurora Acquisition Corp.,Aurora Acquisition Corp.,AURC
BlackRock MuniYield Pennsylvania Quality Fund,黑岩宾州投资,MPA
"Airship AI Holdings, Inc.","Airship AI Holdings, Inc.",AISP
"Sangamo Therapeutics, Inc.","Sangamo Therapeutics, Inc.",SGMO
HH&L Acquisition Co.,HH&L Acquisition Co.,HHLA
Northern Dynasty Minerals Ltd.,Northern Dynasty Minerals Ltd.,NAK
LifeSci Acquisition III Corp.,LifeSci Acquisition III Corp.,LSAC
"Neuberger Berman Real Estate Securities Income Fund, Inc.","Neuberger Berman Real Estate Securities Income Fund, Inc.",NRO
Pyrophyte Acquisition Corp.,Pyrophyte Acquisition Corp.,PHYT
ARYA Sciences Acquisition Corp. II,ARYA Sciences Acquisition Corp. II,ARYBU
Blackstone Long-Short Credit Income Fund,Blackstone Long-Short Credit Income Fund,BGX
Pure Acquisition Corp.,精华收购集团,PACQ
La Jolla Pharmaceutical Co.,La Jolla Pharmaceutical Co.,LJPC
OP Bancorp,OP Bancorp,OPBK
"RE/MAX Holdings, Inc.","RE/MAX Holdings, Inc.",RMAX
Ecofin Sustainable & Social Impact Term Fund,Ecofin Sustainable & Social Impact Term Fund,TEAF
PDS Biotechnology Corp.,PDS Biotechnology Corp.,PDSB
"Baozun, Inc.",宝尊电商,BZUN
"Design Therapeutics, Inc.","Design Therapeutics, Inc.",DSGN
"ContextLogic, Inc.","ContextLogic, Inc.",WISH
Madison Covered Call & Equity Strategy Fund,麦迪逊基金,MCN
Northern Lights Acquisition Corp.,Northern Lights Acquisition Corp.,NLIT
Sangoma Technologies Corp.,Sangoma Technologies Corp.,SANG
"Repro-Med Systems, Inc.","Repro-Med Systems, Inc.",REPR
"Delaware Investments Minnesota Municipal Income Fund II, Inc.","Delaware Investments Minnesota Municipal Income Fund II, Inc.",VMM
Brookline Capital Acquisition Corp.,野牛资本收购公司,BCAC
Hancock Holding Co.,Hancock Holding Co.,HBHCL
First Trust Nasdaq-100 Ex-Technology Sector Index Fund,First Trust Nasdaq-100 Ex-Technology Sector Index Fund,QQXT
Alchemy Investments Acquisition Corp. 1,Alchemy Investments Acquisition Corp. 1,ALCYU
Nektar Therapeutics,内克塔治疗,NKTR
"X4 Pharmaceuticals, Inc.","X4 Pharmaceuticals, Inc.",XFOR
Northern Star Investment Corp. III,Northern Star Investment Corp. III,NSTC
"Kernel Group Holdings, Inc.","Kernel Group Holdings, Inc.",KRNL
"Flaherty & Crumrine Total Return Fund, Inc.",FLC总回报基金,FLC
"Software Acquisition Group, Inc. II","Software Acquisition Group, Inc. II",SAIIU
"Ocean Biomedical, Inc.","Ocean Biomedical, Inc.",OCEA
Pendrell Corp.,Pendrell Corp.,PCO
Northern Star Investment Corp. IV,Northern Star Investment Corp. IV,NSTD
ESH Acquisition Corp.,ESH Acquisition Corp.,ESHA
"Kernel Group Holdings, Inc.","Kernel Group Holdings, Inc.",KRNLU
"Peoples Bancorp of North Carolina, Inc.",北加利福尼亚国民银行,PEBK
"Celularity, Inc.","Celularity, Inc.",CELU
Vertical Aerospace Ltd.,Vertical Aerospace Ltd.,EVTL
Medallion Financial Corp.,Medallion Financial Corp.,MFINL
The Eastern Co.,The Eastern Co.,EML
MFC Bancorp Ltd.,MFC Bancorp Ltd.,MFCB
Ross Acquisition Corp. II,Ross Acquisition Corp. II,ROSS
"Clearside Biomedical, Inc.","Clearside Biomedical, Inc.",CLSD
First Northwest Bancorp (Washington),First Northwest Bancorp (Washington),FNWB
DD3 Acquisition Corp. SA de CV,DD3 Acquisition Corp. SA de CV,DDMX
InFinT Acquisition Corp.,InFinT Acquisition Corp.,IFIN
Maxpro Capital Acquisition Corp.,Maxpro Capital Acquisition Corp.,JMACU
"Atossa Therapeutics, Inc.","Atossa Therapeutics, Inc.",ATOS
"Pinstripes Holdings, Inc.","Pinstripes Holdings, Inc.",PNST
MediWound Ltd.,MediWound Ltd.,MDWD
I-Mab,天境生物科技（上海）有限公司,IMAB
WisdomTree Managed Futures Strategy Fund,WisdomTree Managed Futures Strategy Fund,WTMF
Health Sciences Acquisitions Corp. 2,Health Sciences Acquisitions Corp. 2,HSAQ
Empire Petroleum Corp.,Empire Petroleum Corp.,EP
Gesher I Acquisition Corp.,Gesher I Acquisition Corp.,GIAC
FONAR Corp.,福纳,FONR
"Morgan Stanley Emerging Markets Debt Fund, Inc.",MSD能源债务基金,MSD
HPX Corp.,HPX Corp.,HPX
"Achieve Life Sciences, Inc.","Achieve Life Sciences, Inc.",ACHV
Garden Stage Ltd.,一盈证券有限公司,GSIW
Tredegar Corp.,特里迪加,TG
Galileo Acquisition Corp.,Galileo Acquisition Corp.,GLEO
Molecular Partners AG,Molecular Partners AG,MOLN
"Skillz, Inc.","Skillz, Inc.",SKLZ
Guggenheim Equal Weight Enhanced Equity Income Fund,Guggenheim Equal Weight Enhanced Equity Income Fund,GEQ
Blockchain Coinvestors Acquisition Corp. I,Blockchain Coinvestors Acquisition Corp. I,BCSA
"Crexendo, Inc.","Crexendo, Inc.",CXDO
YELLOWSTONE ACQUISITION CO,YELLOWSTONE ACQUISITION CO,YSAC
"Biodesix, Inc.","Biodesix, Inc.",BDSX
First United Corp.,马里兰第一联合,FUNC
"ESS Tech, Inc.","ESS Tech, Inc.",GWH
WisdomTree Dynamic Currency Hedged International Equity Fund,WisdomTree Dynamic Currency Hedged International Equity Fund,DDWM
Sunlands Technology Group,尚德机构,STG
TLGY Acquisition Corp.,TLGY Acquisition Corp.,TLGY
Twelve Seas Investment Co. II,Twelve Seas Investment Co. II,TWLVU
Andretti Acquisition Corp.,Andretti Acquisition Corp.,WNNR
"Industrial Human Capital, Inc.","Industrial Human Capital, Inc.",AXH
"Envoy Medical, Inc.","Envoy Medical, Inc.",COCH
"Electromed, Inc.","Electromed, Inc.",ELMD
"Emergent BioSolutions, Inc.","Emergent BioSolutions, Inc.",EBS
"MICT, Inc.","MICT, Inc.",MICT
Nuveen Texas Quality Municipal Income Fund,德克萨斯纽文基金,NTX
"Xtant Medical Holdings, Inc.","Xtant Medical Holdings, Inc.",XTNT
"Bitcoin Depot, Inc.","Bitcoin Depot, Inc.",BTM
NEW BEGINNINGS ACQUISITION CORP,NEW BEGINNINGS ACQUISITION CORP,NBA
Broad Capital Acquisition Corp.,Broad Capital Acquisition Corp.,BRACU
ProShares Ultra Technology,ProShares Ultra Technology,ROM
ProShares Ultra Nasdaq Biotechnology,ProShares Ultra Nasdaq Biotechnology,BIB
Maxpro Capital Acquisition Corp.,Maxpro Capital Acquisition Corp.,JMAC
"Sorrento Therapeutics, Inc.","Sorrento Therapeutics, Inc.",SRNE
Niu Technologies,小牛电动,NIU
"BrandywineGLOBAL - Global Income Opportunities Fund, Inc.","BrandywineGLOBAL - Global Income Opportunities Fund, Inc.",BWG
"Saga Communications, Inc.","Saga Communications, Inc.",SGA
Acme United Corp.,Acme United Corp.,ACU
Planet Image International Ltd.,星图国际集团有限公司,YIBO
"Innovative Solutions & Support, Inc.",创新软件,ISSC
"Landcadia Holdings IV, Inc.","Landcadia Holdings IV, Inc.",LCA
"Western Asset Municipal High Income Fund, Inc.","Western Asset Municipal High Income Fund, Inc.",MHF
"Penns Woods Bancorp, Inc.","Penns Woods Bancorp, Inc.",PWOD
CA HEALTHCARE ACQUISITION CORP,CA HEALTHCARE ACQUISITION CORP,CAHC
"Quarterhill, Inc.","Quarterhill, Inc.",QTRH
"New Germany Fund, Inc.",新德基金,GF
Globis Acquisition Corp.,Globis Acquisition Corp.,GLAQ
Franklin Ltd. Duration Income Trust,Franklin Ltd. Duration Income Trust,FTF
"Vor Biopharma, Inc.","Vor Biopharma, Inc.",VOR
Caesarstone Ltd.,Caesarstone Ltd.,CSTE
Angel Oak Financial Strategies Income Term Trust,Angel Oak Financial Strategies Income Term Trust,FINS
10x Capital Venture Acquisition Corp. III,10x Capital Venture Acquisition Corp. III,VCXB
"CF Bankshares, Inc.","CF Bankshares, Inc.",CFBK
Virtus Stone Harbor Emerging Markets Income Fund,Virtus Stone Harbor Emerging Markets Income Fund,EDF
Quest Resource Holding Corp.,Quest Resource Holding Corp.,QRHC
Foresite Life Sciences Corp.,Foresite Life Sciences Corp.,FSAC
Maiden Holdings Ltd.,Maiden Holdings Ltd.,MHLD
ALPHA HEALTHCARE ACQUISITION CO,ALPHA HEALTHCARE ACQUISITION CO,AHAC
Zura Bio Ltd.,Zura Bio Ltd.,ZURA
"Hawthorn Bancshares, Inc.","Hawthorn Bancshares, Inc.",HWBK
FlexShares STOXX Global ESG Impact Index Fund,FlexShares STOXX Global ESG Impact Index Fund,ESGG
"Lantronix, Inc.",创力,LTRX
"Coya Therapeutics, Inc.","Coya Therapeutics, Inc.",COYA
Delwinds Insurance Acquisition Corp.,Delwinds Insurance Acquisition Corp.,DWIN
Xl Fleet Corp.,Xl Fleet Corp.,PIC
"BNY Mellon Municipal Income, Inc.","BNY Mellon Municipal Income, Inc.",DMF
G. Willi Food International Ltd.,G. Willi Food International Ltd.,WILC
"KCAP Financial, Inc.",科尔伯格资本,KCAP
"BV Financial, Inc.","BV Financial, Inc.",BVFL
Twelve Seas Investment Co. II,Twelve Seas Investment Co. II,TWLV
ACRES Commercial Realty Corp.,ACRES Commercial Realty Corp.,XAN
"Wayside Technology Group, Inc.","Wayside Technology Group, Inc.",WSTG
"Verde Clean Fuels, Inc.","Verde Clean Fuels, Inc.",VGAS
"GTT Communications, Inc.","GTT Communications, Inc.",GTT
OFS Capital Corp.,OFS Capital Corp.,OFS
"Mercurity Fintech Holding, Inc.","Mercurity Fintech Holding, Inc.",MFH
Genesis Growth Tech Acquisition Corp.,Genesis Growth Tech Acquisition Corp.,GGAA
"First Western Financial, Inc.","First Western Financial, Inc.",MYFW
Shengfeng Development Ltd.,盛丰物流,SFWL
Alpha Star Acquisition Corp.,Alpha Star Acquisition Corp.,ALSA
"ZeroFox Holdings, Inc.","ZeroFox Holdings, Inc.",ZFOX
"Union Bankshares, Inc. (Vermont)",联合银行,UNB
"First Guaranty Bancshares, Inc.","First Guaranty Bancshares, Inc.",FGBI
LAMF Global Ventures Corp. I,LAMF Global Ventures Corp. I,LGVC
"Wrap Technologies, Inc.","Wrap Technologies, Inc.",WRAP
"Electrovaya, Inc.","Electrovaya, Inc.",ELVA
BlackRock Long Term Municipal Advantage Trust,BTA信托,BTA
Athena Technology Acquisition Corp. II,Athena Technology Acquisition Corp. II,ATEK
Xiao-I Corp.,小i机器人,AIXI
"MamaMancini's Holdings, Inc.","MamaMancini's Holdings, Inc.",MMMB
ROC Energy Acquisition Corp.,ROC Energy Acquisition Corp.,ROC
"BioAtla, Inc.","BioAtla, Inc.",BCAB
"Xynomic Pharmaceutical Holdings, Inc.","Xynomic Pharmaceutical Holdings, Inc.",XYN
Popular Capital Trust II,Popular Capital Trust II,BPOPM
inTEST Corp.,inTEST Corp.,INTT
"Triterras, Inc.","Triterras, Inc.",TRIT
Integrated Rail & Resources Acquisition Corp.,Integrated Rail & Resources Acquisition Corp.,IRRX
Gladstone Acquisition Corp.,Gladstone Acquisition Corp.,GLEEU
Wealthbridge Acquisition Ltd.,Wealthbridge复合权证,HHHHU
"Special Opportunities Fund, Inc.","Special Opportunities Fund, Inc.",SPE
Constellation Acquisition Corp. I,Constellation Acquisition Corp. I,CSTA
CNFinance Holdings Ltd.,泛华金融,CNF
ROTH CH ACQUISITION III CO,ROTH CH ACQUISITION III CO,ROCR
Gladstone Acquisition Corp.,Gladstone Acquisition Corp.,GLEE
"Braemar Hotels & Resorts, Inc.","Braemar Hotels & Resorts, Inc.",BHR
"MainStreet Bancshares, Inc.","MainStreet Bancshares, Inc.",MNSB
"TELA Bio, Inc.","TELA Bio, Inc.",TELA
"Bassett Furniture Industries, Inc.",巴西特家具,BSET
Arbe Robotics Ltd.,Arbe Robotics Ltd.,ARBE
The Cato Corp.,加图商场,CATO
Arrowmark Financial Corp.,Arrowmark Financial Corp.,BANX
"Outset Medical, Inc.","Outset Medical, Inc.",OM
"Manitex International, Inc.","Manitex International, Inc.",MNTX
Travelzoo Inc.,Travelzoo Inc.,TZOO
AMTD IDEA Group,亚美利交易控股公司,AMTD
Northern Technologies International Corp.,Northern Technologies International Corp.,NTIC
Community West Bancshares,西部社区银行,CWBC
"Computer Programs & Systems, Inc.","Computer Programs & Systems, Inc.",CPSI
"Modiv Industrial, Inc.","Modiv Industrial, Inc.",MDV
"Arqit Quantum, Inc.","Arqit Quantum, Inc.",ARQQ
"Western Asset Mortgage Opportunity Fund, Inc.","Western Asset Mortgage Opportunity Fund, Inc.",DMO
Telesat Corp.,Telesat Corp.,TSAT
"Imprimis Pharmaceuticals, Inc.","Imprimis Pharmaceuticals, Inc.",IMMY
"Volt Information Sciences, Inc.","Volt Information Sciences, Inc.",VOLT
"Argo Group US, Inc.","Argo Group US, Inc.",ARGD
Zentek Ltd.,Zentek Ltd.,ZTEK
Entravision Communications Corp.,超视野传播,EVC
"WM Technology, Inc.","WM Technology, Inc.",MAPS
Chromadex Corp.,Chromadex Corp.,CDXC
Aesther Healthcare Acquisition Corp.,Aesther Healthcare Acquisition Corp.,AEHA
ProShares UltraPro Short 20+ Year Treasury,ProShares UltraPro Short 20+ Year Treasury,TTT
"Hurco Cos., Inc.",赫克,HURC
"Loop Industries, Inc.","Loop Industries, Inc.",LOOP
"Ault Global Holdings, Inc.","Ault Global Holdings, Inc.",DPW
"1847 Goedeker, Inc.","1847 Goedeker, Inc.",GOED
Valuence Merger Corp. I,Valuence Merger Corp. I,VMCA
GrowGeneration Corp.,GrowGeneration Corp.,GRWG
"Bright Health Group, Inc.","Bright Health Group, Inc.",BHG
First Community Corp. (South Carolina),第一社区,FCCO
"Citizens Community Bancorp, Inc. (Wisconsin)","Citizens Community Bancorp, Inc. (Wisconsin)",CZWI
Valuence Merger Corp. I,Valuence Merger Corp. I,VMCAU
Logan Ridge Finance Corp.,Logan Ridge Finance Corp.,CPTAL
Global Partner Acquisition Corp. II,Global Partner Acquisition Corp. II,GPAC
Signal Hill Acquisition Corp.,Signal Hill Acquisition Corp.,SGHL
Signal Hill Acquisition Corp.,Signal Hill Acquisition Corp.,SGHLU
Energy Services of America Corp.,Energy Services of America Corp.,ESOA
"The Thai Fund, Inc.",泰国基金,TTF
CHW Acquisition Corp.,CHW Acquisition Corp.,CHWA
"DHI Group, Inc.",戴斯控股,DHX
Zalatoris II Acquisition Corp.,Zalatoris II Acquisition Corp.,ZLS
American Resources Corp. (Indiana),American Resources Corp. (Indiana),AREC
United Security Bancshares (California),United Security Bancshares (California),UBFO
JF China Region Fund Inc,JF中国基金,JFC
"High Tide, Inc.","High Tide, Inc.",HITI
Zomedica Corp.,Zomedica Corp.,ZOM
Translational Development Acquisition Corp.,Translational Development Acquisition Corp.,TDACU
"PSQ Holdings, Inc.","PSQ Holdings, Inc.",PSQH
"Immunic, Inc.","Immunic, Inc.",IMUX
"Latch, Inc.","Latch, Inc.",LTCH
BNY Mellon Alcentra Global Credit Income 2024 Target Term Fd I,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fd I,DCF
Federated Hermes Premier Municipal Income Fund,FMN市政收益基金,FMN
Nano Labs Ltd.,Nano Labs Ltd.,
"Flaherty & Crumrine Preferred & Income Fund, Inc.",弗莱厄蒂克伦兰保富所得基金,PFD
"Kolibri Global Energy, Inc.","Kolibri Global Energy, Inc.",KGEI
"Sesen Bio, Inc.","Sesen Bio, Inc.",EBIO
"Adagene, Inc.",天演药业,ADAG
"Friedman Industries, Inc.","Friedman Industries, Inc.",FRD
"Sesen Bio, Inc.","Sesen Bio, Inc.",SESN
"McDermott International, Inc.",迈克德莫特国际,MDR
GSR II Meteora Acquisition Corp.,GSR II Meteora Acquisition Corp.,GSRM
GSV Capital Corp.,GSV Capital Corp.,GSVC
abrdn National Municipal Income Fund,abrdn National Municipal Income Fund,VFL
Brookfield Finance I (UK) Plc,BNJ信托,BNJ
Nuveen Arizona Quality Municipal Income Fund,纽文亚利桑那市政收益基金,NAZ
"THL Credit, Inc.","THL Credit, Inc.",TCRD
"Taylor Devices, Inc.","Taylor Devices, Inc.",TAYD
Stratim Cloud Acquisition Corp.,Stratim Cloud Acquisition Corp.,SCAQU
RMG Acquisition Corp. III,RMG Acquisition Corp. III,RMGC
Atlantic Coastal Acquisition Corp.,Atlantic Coastal Acquisition Corp.,ACAH
Nuveen New York Municipal Value Fund,纽约纽文市政价值基金,NNY
"Seer, Inc. (California)","Seer, Inc. (California)",SEER
"Alliance California Municipal Income Fund, Inc.","Alliance California Municipal Income Fund, Inc.",AKP
"Allbirds, Inc.","Allbirds, Inc.",BIRD
"Aemetis, Inc.","Aemetis, Inc.",AMTX
Bit Brother Ltd.,Bit Brother Ltd.,BTB
American Financial Group Inc Pfd,American Financial Group Inc Pfd,AFA
Focus Impact Acquisition Corp.,Focus Impact Acquisition Corp.,FIAC
"Able View Global, Inc.","Able View Global, Inc.",ABLV
Western Asset Premier Bond Fund,Western Asset Premier Bond Fund,WEA
RMG Acquisition Corp. III,RMG Acquisition Corp. III,RMGCU
Arrowroot Acquisition Corp.,Arrowroot Acquisition Corp.,ARRW
Turmeric Acquisition Corp.,Turmeric Acquisition Corp.,TMPMU
Arowana Inc. Ordinary Shares,Arowana Inc. Ordinary Shares,ARWA
"Vistas Media Acquisition Co., Inc.","Vistas Media Acquisition Co., Inc.",VMAC
"Allakos, Inc.","Allakos, Inc.",ALLK
"Neuronetics, Inc.","Neuronetics, Inc.",STIM
BankFinancial Corp.,班克金融,BFIN
XPAC Acquisition Corp.,XPAC Acquisition Corp.,XPAX
"SB Financial Group, Inc.","SB Financial Group, Inc.",SBFGP
"AstroNova, Inc.","AstroNova, Inc.",ALOT
Direct Selling Acquisition Corp.,Direct Selling Acquisition Corp.,DSAQ
"Richmond Mutual Bancorporation, Inc.","Richmond Mutual Bancorporation, Inc.",RMBI
Marblegate Acquisition Corp.,Marblegate Acquisition Corp.,GATE
John Hancock Income Securities Trust,JHS基金,JHS
BIG CYPRESS ACQUISITION CORP,BIG CYPRESS ACQUISITION CORP,BCYP
East Resources Acquisition Co.,East Resources Acquisition Co.,ERES
Ryde Group Ltd.,Ryde Group Ltd.,RYDE
"Galectin Therapeutics, Inc.","Galectin Therapeutics, Inc.",GALT
OTR Acquisition Corp.,OTR Acquisition Corp.,OTRA
New Providence Acquisition Corp. II,New Providence Acquisition Corp. II,NPAB
Plum Acquisition Corp. I,Plum Acquisition Corp. I,PLMI
"Allurion Technologies, Inc.","Allurion Technologies, Inc.",ALUR
CF Acquisition Corp. VIII,CF Acquisition Corp. VIII,CFFE
Kensington Capital Acquisition Corp. V,Kensington Capital Acquisition Corp. V,KCGI
AMCON Distributing Co.,AMCON Distributing Co.,DIT
AMREP Corp.,安美瑞普,AXR
Genetron Holdings Ltd.,泛生子基因,GTH
Evergreen Corp.,Evergreen Corp.,EVGR
Blackrock MuniYield Investment Quality Fund,Blackrock MuniYield Investment Quality Fund,MFT
"Alpha Teknova, Inc.","Alpha Teknova, Inc.",TKNO
Emeren Group Ltd.,浙江昱辉阳光能源有限公司,SOL
John Hancock Hedged Equity & Income Fund,John Hancock Hedged Equity & Income Fund,HEQ
"KLX Energy Services Holdings, Inc.","KLX Energy Services Holdings, Inc.",KLXE
"Creatd, Inc.","Creatd, Inc.",CRTD
First Trust Multi Cap Value AlphaDEX Fund,First Trust Multi Cap Value AlphaDEX Fund,FAB
Invesco Active U.S. Real Estate Fund,Invesco Active U.S. Real Estate Fund,PSR
Northern Star Investment Corp. II,Northern Star Investment Corp. II,NSTB
Banyan Acquisition Corp.,Banyan Acquisition Corp.,BYN
WisdomTree Enhanced Commodity Strategy Fund,WisdomTree Enhanced Commodity Strategy Fund,GCC
"Envision Solar International, Inc.","Envision Solar International, Inc.",EVSIW
"Armata Pharmaceuticals, Inc.","Armata Pharmaceuticals, Inc.",ARMP
"Arq, Inc.","Arq, Inc.",ARQ
International Tower Hill Mines Ltd.,International Tower Hill Mines Ltd.,THM
FlexShares High Yield Value-Scored US Bond Index Fund,FlexShares High Yield Value-Scored US Bond Index Fund,HYGV
"American Financial Group, Inc.","American Financial Group, Inc.",AFGE
FinWise Bancorp,FinWise Bancorp,FINW
"The Oncology Institute, Inc.","The Oncology Institute, Inc.",TOI
Richardson Electronics Ltd.,理查森电子,RELL
"The Korea Fund, Inc.",韩国基金,KF
RMR Real Estate Income Fund,RMR Real Estate Income Fund,RIF
"Urban One, Inc.","Urban One, Inc.",UONE
Clough Global Equity Fund,Clough Global Equity Fund,GLQ
Papaya Growth Opportunity Corp. I,Papaya Growth Opportunity Corp. I,PPYA
Freightos Ltd.,Freightos Ltd.,CRGO
First Trust BICK Index Fund,First Trust BICK Index Fund,BICK
Platinum Group Metals Ltd.,Platinum Group Metals Ltd.,PLG
Dividend & Income Fund,Dividend & Income Fund,DNI
Sutherland Asset Management Corp.,Sutherland Asset Management Corp.,SLDA
"Liberty Tax, Inc.","Liberty Tax, Inc.",TAX
"BurgerFi International, Inc.","BurgerFi International, Inc.",OPES
Cambium Networks Corp.,Cambium Networks,CMBM
"Bragg Gaming Group, Inc.","Bragg Gaming Group, Inc.",BRAG
Enduro Royalty Trust,Enduro Royalty Trust,NDRO
"Big Lots, Inc.",必乐透公司,BIG
YS Biopharma Co. Ltd.,YS Biopharma Co. Ltd.,YS
Sema4 Holdings Corp.,Sema4 Holdings Corp.,SMFR
"ECB Bancorp, Inc.","ECB Bancorp, Inc.",ECBK
Financial Strategies Acquisition Corp.,Financial Strategies Acquisition Corp.,FXCO
"Kinnate Biopharma, Inc.","Kinnate Biopharma, Inc.",KNTE
BrightSphere Investment Group Plc,BrightSphere Investment Group Plc,OMAA
Crown PropTech Acquisitions,Crown PropTech Acquisitions,CPTK
abrdn Global Dynamic Dividend Fund,abrdn Global Dynamic Dividend Fund,AGD
Pegasus Digital Mobility Acquisition Corp.,Pegasus Digital Mobility Acquisition Corp.,PGSS
Eaton Vance Municipal Bond Fund II,Eaton Vance Municipal Bond Fund II,EIV
"Civista Bancshares, Inc.","Civista Bancshares, Inc.",CIVBP
"Zion Oil & Gas, Inc.",锡安石油和天然气,ZN
"The Asia Pacific Fund, Inc.",亚太基金,APB
CEL-SCI Corp.,CEL-SCI Corp.,CVM
"FingerMotion, Inc.","FingerMotion, Inc.",FNGR
HCM Acquisition Corp.,HCM Acquisition Corp.,HCMA
"Oramed Pharmaceuticals, Inc.","Oramed Pharmaceuticals, Inc.",ORMP
"Lument Finance Trust, Inc.","Lument Finance Trust, Inc.",LFT
"Denbury Resources, Inc.",邓伯瑞资源,DNR
SKYX Platforms Corp.,SKYX Platforms Corp.,SKYX
Vickers Vantage Corp. I,Vickers Vantage Corp. I,VCKA
"Liberty TripAdvisor Holdings, Inc.","Liberty TripAdvisor Holdings, Inc.",LTRPA
RCF Acquisition Corp.,RCF Acquisition Corp.,RCFA
"FNCB Bancorp, Inc.","FNCB Bancorp, Inc.",FNCB
"Cryptyde, Inc.","Cryptyde, Inc.",TYDEV
The L.S. Starrett Co.,施泰力,SCX
WMIH Corp.,WMIH Corp.,WMIH
Eg Acquisition Corp.,Eg Acquisition Corp.,EGGF
"Volato Group, Inc.","Volato Group, Inc.",SOAR
William Penn Bancorp,William Penn Bancorp,WMPN
"Recro Pharma, Inc.","Recro Pharma, Inc.",REPH
Mercato Partners Acquisition Corp.,Mercato Partners Acquisition Corp.,MPRA
Verra Mobility Corp.,Verra Mobility Corp.,VRRMW
"Synchronoss Technologies, Inc.","Synchronoss Technologies, Inc.",SNCR
"Hanover Bancorp, Inc.","Hanover Bancorp, Inc.",HNVR
High Income Securities Fund,普特南高收入债券基金,PCF
Plum Acquisition Corp. I,Plum Acquisition Corp. I,PLMIU
Atlantic Coastal Acquisition Corp. II,Atlantic Coastal Acquisition Corp. II,ACAB
"BeyondSpring, Inc.",大连万春布林医药有限公司,BYSI
Envela Corp.,Envela Corp.,ELA
iShares,iShares,IBMM
Canterbury Park Holding Corp.,坎特伯雷帕克控股,CPHC
CONSONANCE-HFW ACQUISITION CORP,CONSONANCE-HFW ACQUISITION CORP,CHFW
"FAT Brands, Inc.","FAT Brands, Inc.",FATBB
"Perma-Fix Environmental Services, Inc.",佩尔马福克斯环境服务,PESI
Ohio Valley Banc Corp.,俄亥俄河谷银行,OVBC
Ellington Residential Mortgage REIT,Ellington Residential Mortgage REIT,EARN
"Talaris Therapeutics, Inc.","Talaris Therapeutics, Inc.",TALS
"MVC Capital, Inc.","MVC Capital, Inc.",MVCD
Senior Connect Acquisition Corp. I,Senior Connect Acquisition Corp. I,SNRHU
"Citizens, Inc. (Austin, Texas)",公民保险,CIA
Zalatoris Acquisition Corp.,Zalatoris Acquisition Corp.,TCOA
"111, Inc.",1药网,YI
IX Acquisition Corp.,IX Acquisition Corp.,IXAQ
NEWBORN ACQUISITION CORP,NEWBORN ACQUISITION CORP,NBAC
Franklin Financial Services Corp. (Pennsylvania),Franklin Financial Services Corp. (Pennsylvania),FRAF
"Aberdeen Greater China Fund, Inc.",大中华基金,GCH
"First Savings Financial Group, Inc.",第一储蓄金融,FSFG
"Babcock & Wilcox Enterprises, Inc.","Babcock & Wilcox Enterprises, Inc.",BW
"Vertex Energy, Inc.","Vertex Energy, Inc.",VTNR
"Lakeland Industries, Inc.",雷克兰医疗工业,LAKE
"Urban One, Inc.","Urban One, Inc.",UONEK
"Griid Infrastructure, Inc.","Griid Infrastructure, Inc.",GRDI
Corner Growth Acquisition Corp.,Corner Growth Acquisition Corp.,COOLU
"Citius Pharmaceuticals, Inc.","Citius Pharmaceuticals, Inc.",CTXR
MFS High Income Municipal Trust,MFS市政基金,CXE
TAT Technologies Ltd.,TAT Technologies Ltd.,TATT
"Westport Fuel Systems, Inc.","Westport Fuel Systems, Inc.",WPRT
Largo Inc.,Largo Inc.,LGO
"Vigil Neuroscience, Inc.","Vigil Neuroscience, Inc.",VIGL
Tailwind Acquisition Corp.,Tailwind Acquisition Corp.,TWND
byNordic Acquisition Corp.,byNordic Acquisition Corp.,BYNO
Corner Growth Acquisition Corp.,Majesco娱乐,COOL
"Western Asset Investment Grade Income Fund, Inc.","Western Asset Investment Grade Income Fund, Inc.",PAI
Meridian Corp. (Pennsylvania),Meridian Corp. (Pennsylvania),MRBK
"Societal CDMO, Inc.","Societal CDMO, Inc.",SCTL
"M-tron Industries, Inc.","M-tron Industries, Inc.",MPTI
"Gulf Island Fabrication, Inc.","Gulf Island Fabrication, Inc.",GIFI
"VistaGen Therapeutics, Inc.","VistaGen Therapeutics, Inc.",VTGN
Invesco BLDRS Emerging Markets 50 ADR Index Fund,Invesco BLDRS Emerging Markets 50 ADR Index Fund,ADRE
APx Acquisition Corp. I,APx Acquisition Corp. I,APXI
"IO Biotech, Inc.","IO Biotech, Inc.",IOBT
Ellsworth Growth & Income Fund Ltd.,Ellsworth Growth & Income Fund Ltd.,ECF
"LeddarTech Holdings, Inc.","LeddarTech Holdings, Inc.",LDTC
